show_id,show_name,season,season_id,couple_name,couple_id,appearance_id
90DF,90 Day Fiancé,1,90DF_1,Russ & Paola,russ_paola,russ_paola_90DF_1
90DF,90 Day Fiancé,1,90DF_1,Alan & Kirlyam,alan_kirlyam,alan_kirlyam_90DF_1
90DF,90 Day Fiancé,1,90DF_1,Louis & Aya,louis_aya,louis_aya_90DF_1
90DF,90 Day Fiancé,1,90DF_1,Mike & Aziza,mike_aziza,mike_aziza_90DF_1
90DF,90 Day Fiancé,2,90DF_2,Chelsea & Yamir,chelsea_yamir,chelsea_yamir_90DF_2
90DF,90 Day Fiancé,2,90DF_2,Danielle & Mohamed,danielle_mohamed,danielle_mohamed_90DF_2
90DF,90 Day Fiancé,2,90DF_2,Justin & Evelin,justin_evelin,justin_evelin_90DF_2
90DF,90 Day Fiancé,2,90DF_2,Brett & Daya,brett_daya,brett_daya_90DF_2
90DF,90 Day Fiancé,2,90DF_2,Jason & Cássia,jason_cassia,jason_cassia_90DF_2
90DF,90 Day Fiancé,2,90DF_2,Danny & Amy,danny_amy,danny_amy_90DF_2
90DF,90 Day Fiancé,3,90DF_3,Mark & Nikki,mark_nikki,mark_nikki_90DF_3
90DF,90 Day Fiancé,3,90DF_3,Loren & Alexei,loren_alexei,loren_alexei_90DF_3
90DF,90 Day Fiancé,3,90DF_3,Kyle & Noon,kyle_noon,kyle_noon_90DF_3
90DF,90 Day Fiancé,3,90DF_3,Melanie & Devar,melanie_devar,melanie_devar_90DF_3
90DF,90 Day Fiancé,3,90DF_3,Fernando & Carolina,fernando_carolina,fernando_carolina_90DF_3
90DF,90 Day Fiancé,3,90DF_3,Josh & Aleksandra,josh_aleksandra,josh_aleksandra_90DF_3
90DF,90 Day Fiancé,4,90DF_4,Jorge & Anfisa,jorge_anfisa,jorge_anfisa_90DF_4
90DF,90 Day Fiancé,4,90DF_4,Nicole & Azan,nicole_azan,nicole_azan_90DF_4
90DF,90 Day Fiancé,4,90DF_4,Narkyia & Olulowo,narkyia_olulowo,narkyia_olulowo_90DF_4
90DF,90 Day Fiancé,4,90DF_4,Matt & Alla,matt_alla,matt_alla_90DF_4
90DF,90 Day Fiancé,4,90DF_4,Chantel & Pedro,chantel_pedro,chantel_pedro_90DF_4
90DF,90 Day Fiancé,5,90DF_5,Elizabeth & Andrei,elizabeth_andrei,elizabeth_andrei_90DF_5
90DF,90 Day Fiancé,5,90DF_5,Evelyn & David,evelyn_david,evelyn_david_90DF_5
90DF,90 Day Fiancé,5,90DF_5,Molly & Luis,molly_luis,molly_luis_90DF_5
90DF,90 Day Fiancé,5,90DF_5,David & Annie,david_annie,david_annie_90DF_5
90DF,90 Day Fiancé,5,90DF_5,Josh & Aika,josh_aika,josh_aika_90DF_5
90DF,90 Day Fiancé,5,90DF_5,Nicole & Azan,nicole_azan,nicole_azan_90DF_5
90DF,90 Day Fiancé,6,90DF_6,Ashley & Jay,ashley_jay,ashley_jay_90DF_6
90DF,90 Day Fiancé,6,90DF_6,Colt & Larissa,colt_larissa,colt_larissa_90DF_6
90DF,90 Day Fiancé,6,90DF_6,Jonathan & Fernanda,jonathan_fernanda,jonathan_fernanda_90DF_6
90DF,90 Day Fiancé,6,90DF_6,Kalani & Asuelu,kalani_asuelu,kalani_asuelu_90DF_6
90DF,90 Day Fiancé,6,90DF_6,Eric & Leida,eric_leida,eric_leida_90DF_6
90DF,90 Day Fiancé,6,90DF_6,Steven & Olga,steven_olga,steven_olga_90DF_6
90DF,90 Day Fiancé,7,90DF_7,Emily & Sasha,emily_sasha,emily_sasha_90DF_7
90DF,90 Day Fiancé,7,90DF_7,Anna & Mursel,anna_mursel,anna_mursel_90DF_7
90DF,90 Day Fiancé,7,90DF_7,Michael & Juliana,michael_juliana,michael_juliana_90DF_7
90DF,90 Day Fiancé,7,90DF_7,Tania & Syngin,tania_syngin,tania_syngin_90DF_7
90DF,90 Day Fiancé,7,90DF_7,Robert & Anny,robert_anny,robert_anny_90DF_7
90DF,90 Day Fiancé,7,90DF_7,Blake & Jasmin,blake_jasmin,blake_jasmin_90DF_7
90DF,90 Day Fiancé,7,90DF_7,Mike & Natalie,mike_natalie,mike_natalie_90DF_7
90DF,90 Day Fiancé,7,90DF_7,Angela & Michael,angela_michael,angela_michael_90DF_7
90DF,90 Day Fiancé,8,90DF_8,Andrew & Amira,andrew_amira,andrew_amira_90DF_8
90DF,90 Day Fiancé,8,90DF_8,Brandon & Julia,brandon_julia,brandon_julia_90DF_8
90DF,90 Day Fiancé,8,90DF_8,Jovi & Yara,jovi_yara,jovi_yara_90DF_8
90DF,90 Day Fiancé,8,90DF_8,Mike & Natalie,mike_natalie,mike_natalie_90DF_8
90DF,90 Day Fiancé,8,90DF_8,Rebecca & Zied,rebecca_zied,rebecca_zied_90DF_8
90DF,90 Day Fiancé,8,90DF_8,Stephanie & Ryan,stephanie_ryan,stephanie_ryan_90DF_8
90DF,90 Day Fiancé,8,90DF_8,Tarik & Hazel,tarik_hazel,tarik_hazel_90DF_8
90DF,90 Day Fiancé,9,90DF_9,Kara & Guillermo,kara_guillermo,kara_guillermo_90DF_9
90DF,90 Day Fiancé,9,90DF_9,Emily & Kobe,emily_kobe,emily_kobe_90DF_9
90DF,90 Day Fiancé,9,90DF_9,Patrick & Thaís,patrick_thais,patrick_thais_90DF_9
90DF,90 Day Fiancé,9,90DF_9,Jibri & Miona,jibri_miona,jibri_miona_90DF_9
90DF,90 Day Fiancé,9,90DF_9,Yvette & Mohamed,yvette_mohamed,yvette_mohamed_90DF_9
90DF,90 Day Fiancé,9,90DF_9,Bilal & Shaeeda,bilal_shaeeda,bilal_shaeeda_90DF_9
90DF,90 Day Fiancé,9,90DF_9,Ariela & Biniyam,ariela_biniyam,ariela_biniyam_90DF_9
B90,90 Day Fiancé: Before the 90 Days,1,B90_1,Patrick & Myriam,patrick_myriam,patrick_myriam_B90_1
B90,90 Day Fiancé: Before the 90 Days,1,B90_1,Cortney & Antonio,cortney_antonio,cortney_antonio_B90_1
B90,90 Day Fiancé: Before the 90 Days,1,B90_1,Sean & Abby,sean_abby,sean_abby_B90_1
