transaction_id,store_id,article_id,category,name,size,transaction_date
7215,400,89944,trousers,SlimBeam,S,2021-01-01 19:28:32
7216,400,21349,shirt,Gangnam,L,2021-01-02 12:28:33
7217,400,89944,trousers,SlimBeam,XS,2021-01-02 13:31:56
7218,400,99911,coat,Coatzy,S,2021-01-02 14:03:24
7219,400,89944,trousers,SlimBeam,L,2021-01-02 14:32:00
7220,400,73666,coat,MatrYX,S,2021-01-02 17:58:25
7221,400,73666,coat,MatrYX,L,2021-01-03 08:42:47
7222,400,88774,coat,PolarB,M,2021-01-03 12:39:30
7223,400,73666,coat,MatrYX,XL,2021-01-03 13:15:57
7224,400,73666,coat,MatrYX,S,2021-01-04 10:14:26
7225,400,89944,trousers,SlimBeam,L,2021-01-05 09:41:21
7226,400,73666,coat,MatrYX,S,2021-01-05 13:58:53
7227,400,23771,shirt,Happy,M,2021-01-05 15:20:41
7228,400,21349,shirt,Gangnam,M,2021-01-05 16:54:44
7229,400,23771,shirt,Happy,XS,2021-01-05 18:24:18
7230,400,88774,coat,PolarB,M,2021-01-06 13:24:56
7231,400,89944,trousers,SlimBeam,XL,2021-01-07 18:01:18
7232,400,12376,shirt,Flower,L,2021-01-07 19:15:52
7233,400,88774,coat,PolarB,L,2021-01-08 09:22:03
7234,400,88774,coat,PolarB,XS,2021-01-08 13:26:57
7235,400,73666,coat,MatrYX,XL,2021-01-08 18:34:19
7236,400,73666,coat,MatrYX,XL,2021-01-11 08:01:09
7237,400,88774,coat,PolarB,S,2021-01-11 12:46:35
7238,400,35662,trousers,Boredomy,M,2021-01-11 14:10:54
7239,400,73666,coat,MatrYX,XL,2021-01-11 14:51:55
7240,400,23771,shirt,Happy,XL,2021-01-12 08:21:32
7241,400,98334,knitware,SoNoth,S,2021-01-12 12:20:59
7242,400,89944,trousers,SlimBeam,M,2021-01-12 15:48:56
7243,400,73778,knitware,Vampy,S,2021-01-12 16:04:04
7244,400,89944,trousers,SlimBeam,XL,2021-01-12 18:49:32
7245,400,23771,shirt,Happy,M,2021-01-13 10:35:27
7246,400,73778,knitware,Vampy,L,2021-01-13 17:41:17
7247,400,21349,shirt,Gangnam,S,2021-01-14 08:27:30
7248,400,23771,shirt,Happy,L,2021-01-14 12:35:39
7249,400,73778,knitware,Vampy,S,2021-01-14 19:39:21
7250,400,88774,coat,PolarB,XL,2021-01-15 13:25:34
7251,400,99911,coat,Coatzy,M,2021-01-15 16:31:00
7252,400,73666,coat,MatrYX,XL,2021-01-16 12:57:38
7253,400,98334,knitware,SoNoth,S,2021-01-16 15:24:57
7254,400,21349,shirt,Gangnam,XS,2021-01-16 18:00:37
7255,400,89944,trousers,SlimBeam,L,2021-01-17 08:36:45
7256,400,73666,coat,MatrYX,S,2021-01-17 10:35:48
7257,400,98334,knitware,SoNoth,S,2021-01-17 12:38:48
7258,400,98334,knitware,SoNoth,S,2021-01-17 13:59:33
7259,400,73666,coat,MatrYX,S,2021-01-17 17:54:15
7260,400,99911,coat,Coatzy,S,2021-01-18 12:19:13
7261,400,73666,coat,MatrYX,M,2021-01-19 11:56:58
7262,400,73666,coat,MatrYX,XS,2021-01-19 16:27:01
7263,400,12343,skirt,ComfortZ,XS,2021-01-20 09:21:01
7264,400,23771,shirt,Happy,XS,2021-01-20 15:35:04
7265,400,73666,coat,MatrYX,XS,2021-01-20 18:27:09
7266,400,89944,trousers,SlimBeam,L,2021-01-20 18:45:00
7267,400,98334,knitware,SoNoth,L,2021-01-21 10:40:43
7268,400,89944,trousers,SlimBeam,XL,2021-01-22 15:26:12
7269,400,89944,trousers,SlimBeam,S,2021-01-24 08:26:46
7270,400,21349,shirt,Gangnam,S,2021-01-24 10:42:55
7271,400,88774,coat,PolarB,L,2021-01-25 09:45:17
7272,400,98334,knitware,SoNoth,S,2021-01-25 12:09:00
7273,400,23771,shirt,Happy,M,2021-01-25 18:08:37
7274,400,99911,coat,Coatzy,L,2021-01-25 19:38:46
7275,400,98334,knitware,SoNoth,M,2021-01-27 09:16:18
7276,400,98334,knitware,SoNoth,L,2021-01-27 10:13:40
7277,400,73666,coat,MatrYX,M,2021-01-27 14:49:10
7278,400,73778,knitware,Vampy,M,2021-01-27 17:08:26
7279,400,89944,trousers,SlimBeam,M,2021-01-28 10:12:47
7280,400,98934,trousers,BagXX,S,2021-01-29 08:53:48
7281,400,98334,knitware,SoNoth,XXXL,2021-01-29 12:49:09
7282,400,24531,shirt,Grudge,XL,2021-01-29 18:09:49
7283,400,98334,knitware,SoNoth,S,2021-02-01 09:18:35
7284,400,98934,trousers,BagXX,XS,2021-02-01 16:02:12
7285,400,73666,coat,MatrYX,L,2021-02-02 08:22:49
7286,400,88774,coat,PolarB,XL,2021-02-03 09:52:58
7287,400,23771,shirt,Happy,L,2021-02-03 11:55:37
7288,400,88774,coat,PolarB,S,2021-02-03 13:11:41
7289,400,98334,knitware,SoNoth,XS,2021-02-03 13:13:01
7290,400,12376,shirt,Flower,XS,2021-02-03 17:43:50
7291,400,23771,shirt,Happy,XXXL,2021-02-04 09:12:33
7292,400,88774,coat,PolarB,S,2021-02-04 09:45:47
7293,400,88774,coat,PolarB,M,2021-02-05 10:21:20
7294,400,21349,shirt,Gangnam,XS,2021-02-05 10:35:10
7295,400,73666,coat,MatrYX,L,2021-02-06 11:47:55
7296,400,88774,coat,PolarB,S,2021-02-06 15:07:19
7297,400,24531,shirt,Grudge,XL,2021-02-07 09:15:24
7298,400,88774,coat,PolarB,XL,2021-02-07 09:53:47
7299,400,98334,knitware,SoNoth,M,2021-02-07 16:12:45
7300,400,73778,knitware,Vampy,M,2021-02-07 16:41:31
7301,400,89944,trousers,SlimBeam,XL,2021-02-08 10:06:41
7302,400,73666,coat,MatrYX,L,2021-02-08 15:43:27
7303,400,21349,shirt,Gangnam,S,2021-02-08 16:22:05
7304,400,23771,shirt,Happy,M,2021-02-09 08:31:11
7305,400,88774,coat,PolarB,XL,2021-02-09 19:22:24
7306,400,73666,coat,MatrYX,XS,2021-02-10 09:06:03
7307,400,12376,shirt,Flower,XS,2021-02-10 11:17:45
7308,400,21349,shirt,Gangnam,M,2021-02-10 18:16:51
7309,400,89944,trousers,SlimBeam,L,2021-02-11 11:54:24
7310,400,12343,skirt,ComfortZ,S,2021-02-11 16:29:55
7311,400,23771,shirt,Happy,S,2021-02-11 17:42:56
7312,400,73666,coat,MatrYX,S,2021-02-11 17:43:50
7313,400,21349,shirt,Gangnam,L,2021-02-12 14:00:11
7314,400,88774,coat,PolarB,XL,2021-02-12 17:04:23
7315,400,23771,shirt,Happy,S,2021-02-13 12:07:40
7316,400,21349,shirt,Gangnam,XL,2021-02-14 09:57:34
7317,400,89944,trousers,SlimBeam,L,2021-02-14 13:57:55
7318,400,23771,shirt,Happy,M,2021-02-15 08:31:59
7319,400,99911,coat,Coatzy,S,2021-02-15 14:53:05
7320,400,89944,trousers,SlimBeam,M,2021-02-15 16:00:06
7321,400,73666,coat,MatrYX,M,2021-02-15 18:24:21
7322,400,98334,knitware,SoNoth,XXXL,2021-02-15 19:39:19
7323,400,98334,knitware,SoNoth,L,2021-02-16 10:52:41
7324,400,89944,trousers,SlimBeam,XXL,2021-02-16 11:33:52
7325,400,73666,coat,MatrYX,S,2021-02-17 13:52:25
7326,400,99911,coat,Coatzy,XS,2021-02-17 16:59:20
7327,400,98334,knitware,SoNoth,S,2021-02-18 08:12:27
7328,400,73666,coat,MatrYX,M,2021-02-18 12:17:17
7329,400,12376,shirt,Flower,L,2021-02-18 19:17:28
7330,400,98934,trousers,BagXX,M,2021-02-19 10:00:06
7331,400,21349,shirt,Gangnam,XS,2021-02-19 15:37:06
7332,400,12376,shirt,Flower,M,2021-02-19 17:43:36
7333,400,89944,trousers,SlimBeam,XL,2021-02-19 18:49:07
7334,400,73666,coat,MatrYX,XL,2021-02-20 09:31:24
7335,400,89944,trousers,SlimBeam,S,2021-02-20 16:41:23
7336,400,23771,shirt,Happy,M,2021-02-20 18:50:42
7337,400,21349,shirt,Gangnam,S,2021-02-21 11:30:08
7338,400,98334,knitware,SoNoth,XL,2021-02-21 12:58:01
7339,400,98334,knitware,SoNoth,S,2021-02-21 13:30:06
7340,400,21349,shirt,Gangnam,XL,2021-02-22 14:34:05
7341,400,73666,coat,MatrYX,L,2021-02-22 14:39:05
7342,400,73666,coat,MatrYX,S,2021-02-22 16:34:51
7343,400,98334,knitware,SoNoth,M,2021-02-23 11:54:19
7344,400,98334,knitware,SoNoth,L,2021-02-23 12:33:39
7345,400,98334,knitware,SoNoth,XS,2021-02-23 18:08:01
7346,400,12376,shirt,Flower,L,2021-02-24 08:30:08
7347,400,99911,coat,Coatzy,L,2021-02-24 12:44:00
7348,400,23771,shirt,Happy,XS,2021-02-24 14:36:05
7349,400,89944,trousers,SlimBeam,M,2021-02-24 17:36:09
7350,400,88774,coat,PolarB,S,2021-02-25 14:56:05
7351,400,89944,trousers,SlimBeam,XS,2021-02-25 19:02:39
